credit_id,client_id,agence_id,compte_id,type_credit,montant_initial,montant_restant_du,taux_interet_nominal,taux_effectif_global,duree_totale_mois,duree_restante_mois,montant_mensualite,date_octroi,date_premiere_echeance,date_derniere_echeance,date_derniere_mensualite_payee,nombre_echeances_payees,nombre_echeances_impayees,jours_retard,statut_credit,garantie,valeur_garantie,objet_financement,score_risque_octroi,classification_bale,provision_constituee,date_dernier_incident,nombre_incidents_paiement,conseiller_credit_id,date_creation,date_derniere_maj
CRD-000303,CLI-003226,AG-KÉN-01,CPT-004110,Crédit automobile,59910.8,32451.68,0.0571,0.0638,48,26,1399.06,2024-05-06,2024-06-05,2028-04-15,2026-02-25,22,26,0,En cours,Garantie autonome,53303.54,Travaux,410,C,229.67,,0,CONS-029,2026-09-11 14:53:26.369324,2026-09-11 14:53:26.369324
CRD-000304,CLI-001406,AG-AGA-01,CPT-001804,Crédit consommation,14887.35,7857.21,0.0372,0.0538,36,19,437.68,2022-02-07,2022-03-09,2025-01-22,2023-07-02,17,19,0,En cours,Garantie autonome,9657.36,Équipement professionnel,430,C,30.77,,0,CONS-009,2026-09-11 14:53:26.372324,2026-09-11 14:53:26.372324
CRD-000305,CLI-002877,AG-AGA-01,CPT-003669,Crédit consommation,39788.98,14091.93,0.049,0.0641,48,17,914.51,2024-06-09,2024-07-09,2028-05-19,2026-12-26,31,17,128,Incident de paiement,Garantie autonome,44822.1,Équipement professionnel,549,D,1042.92,2025-03-24,3,CONS-011,2026-09-11 14:53:26.376324,2026-09-11 14:53:26.376324
CRD-000306,CLI-004505,AG-TÉT-01,CPT-005775,Crédit automobile,36869.02,24579.35,0.0465,0.0529,48,32,843.23,2026-05-21,2026-06-20,2030-04-30,2027-09-13,16,32,0,En cours,Nantissement,23642.25,Achat immobilier,640,B,90.84,,0,CONS-036,2026-09-11 14:53:26.379302,2026-09-11 14:53:26.379302
CRD-000307,CLI-004693,AG-SET-01,CPT-006014,Crédit investissement,437177.58,48575.29,0.0529,0.069,36,4,13159.6,2025-04-11,2025-05-11,2028-03-26,2027-11-27,32,4,135,Incident de paiement,Sans garantie,0.0,Achat immobilier,557,D,6108.03,2026-06-26,1,CONS-015,2026-09-11 14:53:26.381304,2026-09-11 14:53:26.381304
CRD-000308,CLI-002827,AG-OUJ-01,CPT-003604,Crédit équipement,6334.38,3695.05,0.0309,0.036,48,28,140.46,2024-06-29,2024-07-29,2028-06-08,2026-02-19,20,28,0,En cours,Caution personnelle,6295.08,Études,603,B,29.69,,0,CONS-020,2026-09-11 14:53:26.384303,2026-09-11 14:53:26.384303
CRD-000309,CLI-000288,AG-CAS-03,CPT-000360,Crédit consommation,8151.53,1188.76,0.048,0.062,48,7,186.99,2022-08-28,2022-09-27,2026-08-07,2026-01-09,41,7,38,En cours (retard),Sans garantie,0.0,Achat immobilier,513,C,114.97,2025-12-13,1,CONS-036,2026-09-11 14:53:26.386305,2026-09-11 14:53:26.386305
CRD-000310,CLI-001870,AG-CAS-03,CPT-002386,Crédit consommation,17503.64,16531.22,0.0647,0.0847,36,34,536.23,2025-08-20,2025-09-19,2028-08-04,2025-10-19,2,34,0,En cours,Hypothèque,20016.6,Véhicule,572,C,61.82,,0,CONS-007,2026-09-11 14:53:26.389304,2026-09-11 14:53:26.389304
CRD-000311,CLI-003115,AG-TÉT-01,CPT-003973,Crédit consommation,15663.98,3915.99,0.0434,0.0532,12,3,1336.22,2021-12-29,2022-01-28,2022-12-24,2022-09-25,9,3,0,En cours,Caution personnelle,17047.75,Études,496,C,13.09,,0,CONS-030,2026-09-11 14:53:26.392485,2026-09-11 14:53:26.392485
CRD-000312,CLI-003626,AG-NAD-01,CPT-004636,Crédit investissement,53179.28,40517.55,0.0551,0.0632,84,64,764.44,2022-04-24,2022-05-24,2029-03-18,2023-12-15,20,64,0,En cours,Garantie autonome,53197.35,Travaux,770,A,240.8,,0,CONS-027,2026-09-11 14:53:26.395460,2026-09-11 14:53:26.395460
CRD-000313,CLI-002313,AG-LAÂ-01,CPT-002949,Crédit consommation,6860.97,142.94,0.0781,0.0851,48,1,166.89,2026-02-06,2026-03-08,2030-01-16,2029-12-17,47,1,0,En cours,Garantie autonome,4403.31,Investissement,511,C,0.71,,0,CONS-034,2026-09-11 14:53:26.397487,2026-09-11 14:53:26.397487
CRD-000314,CLI-004924,AG-MAR-02,CPT-006311,Crédit professionnel,49807.93,46843.17,0.0762,0.0819,84,79,766.92,2023-12-16,2024-01-15,2030-11-09,2024-05-14,5,79,0,En cours,Nantissement,53669.35,Investissement,527,C,153.42,,0,CONS-042,2026-09-11 14:53:26.398519,2026-09-11 14:53:26.398519
CRD-000315,CLI-001619,AG-SAL-01,CPT-002072,Crédit immobilier,33566.59,22937.17,0.0672,0.0854,120,82,384.91,2022-12-25,2023-01-24,2032-11-02,2026-02-07,38,82,0,En cours,Sans garantie,0.0,Véhicule,809,A,299.15,,0,CONS-011,2026-09-11 14:53:26.436895,2026-09-11 14:53:26.436895
CRD-000316,CLI-000995,AG-KHE-01,CPT-001267,Crédit immobilier,179433.2,124606.39,0.0393,0.0448,180,125,1320.96,2022-11-26,2022-12-26,2037-09-08,2027-06-03,55,125,0,En cours,Caution personnelle,196654.8,Travaux,703,A,1060.62,,0,CONS-015,2026-09-11 14:53:26.441903,2026-09-11 14:53:26.441903
CRD-000317,CLI-001804,AG-MAR-02,CPT-002300,Crédit immobilier,480624.4,48062.44,0.0659,0.0718,180,18,4210.57,2025-08-17,2025-09-16,2040-05-30,2038-12-07,162,18,0,En cours,Garantie autonome,291761.12,Équipement professionnel,661,B,493.4,,0,CONS-039,2026-09-11 14:53:26.448130,2026-09-11 14:53:26.448130
CRD-000318,CLI-002643,AG-OUJ-01,CPT-003363,Crédit automobile,4173.89,347.82,0.0367,0.0444,24,2,180.64,2026-07-28,2026-08-27,2028-07-17,2028-05-18,22,2,0,En cours,Nantissement,2817.36,Investissement,549,C,1.38,,0,CONS-023,2026-09-11 14:53:26.480634,2026-09-11 14:53:26.480634
CRD-000319,CLI-004803,AG-OUJ-01,CPT-006158,Crédit équipement,10831.73,7822.92,0.0345,0.0528,36,26,317.15,2024-11-29,2024-12-29,2027-11-14,2025-09-25,10,26,0,En cours,Hypothèque,11206.04,Équipement professionnel,491,C,16.74,,0,CONS-016,2026-09-11 14:53:26.485631,2026-09-11 14:53:26.485631
CRD-000320,CLI-003536,AG-MAR-01,CPT-004514,Crédit consommation,25898.54,3237.32,0.0647,0.0821,24,3,1153.33,2022-07-23,2022-08-22,2024-07-12,2024-04-13,21,3,0,En cours,Garantie autonome,15732.19,Achat immobilier,611,B,13.19,,0,CONS-037,2026-09-11 14:53:26.489630,2026-09-11 14:53:26.489630
CRD-000321,CLI-004832,AG-CAS-03,CPT-006192,Crédit immobilier,97257.69,47818.36,0.0736,0.0885,120,59,1147.37,2022-12-05,2023-01-04,2032-10-13,2027-12-09,61,59,66,En cours (retard),Hypothèque,79700.46,Investissement,500,C,1316.12,2023-05-15,2,CONS-003,2026-09-11 14:53:26.494629,2026-09-11 14:53:26.494629
CRD-000322,CLI-003912,AG-AGA-01,CPT-004999,Crédit consommation,9813.73,2862.34,0.0765,0.0827,24,7,442.28,2024-10-11,2024-11-10,2026-10-01,2026-03-05,17,7,0,En cours,Hypothèque,10375.85,Fonds de roulement,735,A,9.52,,0,CONS-004,2026-09-11 14:53:26.499594,2026-09-11 14:53:26.499594
CRD-000323,CLI-002108,AG-MAR-02,CPT-002684,Crédit consommation,5341.33,1446.61,0.0448,0.0579,48,13,121.75,2025-03-27,2025-04-26,2029-03-06,2028-02-10,35,13,0,En cours,Caution personnelle,6051.67,Fonds de roulement,652,B,12.22,,0,CONS-045,2026-09-11 14:53:26.504592,2026-09-11 14:53:26.504592
CRD-000324,CLI-003045,AG-CAS-02,CPT-003887,Crédit professionnel,30098.87,22574.15,0.0754,0.0809,36,27,936.82,2023-11-24,2023-12-24,2026-11-08,2024-08-20,9,27,0,En cours,Hypothèque,23482.99,Investissement,679,B,74.65,,0,CONS-019,2026-09-11 14:53:26.509591,2026-09-11 14:53:26.509591
CRD-000325,CLI-000417,AG-AGA-01,CPT-000525,Crédit professionnel,19685.26,1406.09,0.0476,0.0527,84,6,276.02,2026-01-08,2026-02-07,2032-12-02,2032-06-05,78,6,0,En cours,Caution personnelle,14966.34,Fonds de roulement,663,B,9.35,,0,CONS-022,2026-09-11 14:53:26.512191,2026-09-11 14:53:26.512191
CRD-000326,CLI-000978,AG-EL -01,CPT-001245,Crédit immobilier,91458.22,50606.88,0.0683,0.0823,300,166,636.52,2023-03-26,2023-04-25,2047-11-15,2034-03-28,134,166,0,En cours,Garantie autonome,56133.57,Investissement,572,C,149.19,,0,CONS-045,2026-09-11 14:53:26.512191,2026-09-11 14:53:26.512191
CRD-000327,CLI-002418,AG-SET-01,CPT-003075,Crédit équipement,19535.09,19535.09,0.0329,0.0448,48,48,434.9,2022-01-03,2022-02-02,2025-12-13,,0,48,0,En cours,Hypothèque,16765.26,Équipement professionnel,622,B,100.48,,0,CONS-004,2026-09-11 14:53:26.525161,2026-09-11 14:53:26.525161
CRD-000328,CLI-000506,AG-FÈS-02,CPT-000642,Crédit immobilier,215170.03,176618.73,0.0778,0.0842,240,197,1770.42,2021-10-31,2021-11-30,2041-07-18,2025-05-13,43,197,0,En cours,Sans garantie,0.0,Équipement professionnel,675,B,2439.91,,0,CONS-021,2026-09-11 14:53:26.530928,2026-09-11 14:53:26.530928
CRD-000329,CLI-004153,AG-KHO-01,CPT-005319,Crédit consommation,37303.21,20205.91,0.0758,0.0857,24,13,1679.99,2022-01-22,2022-02-21,2024-01-12,2022-12-18,11,13,0,En cours,Nantissement,24477.45,Équipement professionnel,597,C,139.95,,0,CONS-020,2026-09-11 14:53:26.534930,2026-09-11 14:53:26.534930
CRD-000330,CLI-004256,AG-SAF-01,CPT-005455,Crédit équipement,5035.08,4195.9,0.0688,0.0766,36,30,155.19,2025-12-13,2026-01-12,2028-11-27,2026-06-11,6,30,34,En cours (retard),Nantissement,5860.0,Travaux,748,C,297.23,2026-03-09,2,CONS-039,2026-09-11 14:53:26.540930,2026-09-11 14:53:26.540930
CRD-000331,CLI-003942,AG-TAN-01,CPT-005040,Crédit professionnel,7824.51,1141.07,0.0634,0.0827,48,7,184.98,2024-07-11,2024-08-10,2028-06-20,2027-11-23,41,7,0,En cours,Nantissement,9175.96,Études,632,B,9.49,,0,CONS-013,2026-09-11 14:53:26.545504,2026-09-11 14:53:26.545504
CRD-000332,CLI-000415,AG-CAS-01,CPT-000522,Crédit consommation,11335.51,10390.88,0.0376,0.0546,24,22,491.03,2025-04-17,2025-05-17,2027-04-07,2025-06-16,2,22,0,En cours,Caution personnelle,10117.48,Études,621,B,80.31,,0,CONS-013,2026-09-11 14:53:26.545504,2026-09-11 14:53:26.545504
CRD-000333,CLI-004149,AG-TÉT-01,CPT-005311,Crédit automobile,20304.93,11421.52,0.0517,0.0692,48,27,469.17,2025-03-02,2025-04-01,2029-02-09,2026-11-22,21,27,0,En cours,Sans garantie,0.0,Études,547,C,47.49,,0,CONS-009,2026-09-11 14:53:26.555115,2026-09-11 14:53:26.555115
CRD-000334,CLI-001184,AG-MOH-01,CPT-001515,Crédit immobilier,1041247.65,321051.36,0.0673,0.0798,120,37,11945.37,2024-04-01,2024-05-01,2034-02-08,2031-01-25,83,37,62,En cours (retard),Nantissement,682449.45,Études,716,C,19941.33,2025-10-12,1,CONS-049,2026-09-11 14:53:26.555115,2026-09-11 14:53:26.555115
CRD-000335,CLI-000486,AG-SAF-01,CPT-000616,Crédit automobile,39029.39,22767.14,0.0313,0.0413,24,14,1679.78,2022-03-07,2022-04-06,2024-02-25,2023-01-01,10,14,0,En cours,Hypothèque,34696.74,Travaux,731,A,68.58,,0,CONS-049,2026-09-11 14:53:26.565261,2026-09-11 14:53:26.565261
CRD-000336,CLI-000894,AG-OUJ-01,CPT-001142,Crédit immobilier,171689.77,48645.43,0.0601,0.068,120,34,1906.97,2023-02-01,2023-03-03,2032-12-10,2030-02-24,86,34,0,En cours,Sans garantie,0.0,Véhicule,567,C,278.34,,0,CONS-050,2026-09-11 14:53:26.565261,2026-09-11 14:53:26.565261
CRD-000337,CLI-000806,AG-KHE-01,CPT-001029,Crédit automobile,18296.35,3049.39,0.0429,0.0587,36,6,542.54,2023-10-05,2023-11-04,2026-09-19,2026-03-23,30,6,0,En cours,Garantie autonome,20043.05,Études,660,B,9.77,,0,CONS-020,2026-09-11 14:53:26.575375,2026-09-11 14:53:26.575375
CRD-000338,CLI-000556,AG-BÉN-01,CPT-000705,Crédit immobilier,259555.57,176281.49,0.0597,0.0772,240,163,1855.05,2023-04-05,2023-05-05,2042-12-21,2029-08-01,77,163,0,En cours,Caution personnelle,167007.02,Équipement professionnel,829,A,1527.11,,0,CONS-026,2026-09-11 14:53:26.575375,2026-09-11 14:53:26.575375
CRD-000339,CLI-003826,AG-TÉT-01,CPT-004892,Crédit investissement,67155.64,35816.34,0.0561,0.0627,60,32,1286.16,2023-09-02,2023-10-02,2028-08-06,2025-12-20,28,32,0,En cours,Garantie autonome,48002.02,Équipement professionnel,424,C,100.27,,0,CONS-050,2026-09-11 14:53:26.585627,2026-09-11 14:53:26.585627
CRD-000340,CLI-001198,AG-CAS-05,CPT-001533,Crédit automobile,24809.91,16539.94,0.0344,0.0495,36,24,726.32,2022-05-26,2022-06-25,2025-05-10,2023-05-21,12,24,0,En cours,Caution personnelle,24219.37,Équipement professionnel,616,B,97.49,,0,CONS-005,2026-09-11 14:53:26.593688,2026-09-11 14:53:26.593688
CRD-000341,CLI-004254,AG-CAS-05,CPT-005452,Crédit automobile,30948.53,16763.79,0.0707,0.0824,48,26,742.11,2026-07-18,2026-08-17,2030-06-27,2028-05-08,22,26,0,En cours,Hypothèque,22511.14,Véhicule,577,C,35.95,,0,CONS-014,2026-09-11 14:53:26.595743,2026-09-11 14:53:26.595743
CRD-000342,CLI-004059,AG-CAS-05,CPT-005191,Crédit consommation,34177.99,27057.58,0.0536,0.0632,24,19,1504.95,2021-09-21,2021-10-21,2023-09-11,2022-02-18,5,19,0,En cours,Caution personnelle,25659.47,Véhicule,656,B,233.91,,0,CONS-001,2026-09-11 14:53:26.603831,2026-09-11 14:53:26.603831
CRD-000343,CLI-001294,AG-MAR-02,CPT-001659,Crédit automobile,308567.29,42856.57,0.0701,0.0878,36,5,9529.07,2026-04-30,2026-05-30,2029-04-14,2028-11-15,31,5,0,En cours,Caution personnelle,333919.42,Études,300,C,260.28,,0,CONS-008,2026-09-11 14:53:26.605884,2026-09-11 14:53:26.605884
CRD-000344,CLI-002222,AG-CAS-04,CPT-002832,Crédit automobile,16012.68,4003.17,0.0412,0.0524,24,6,696.2,2025-06-21,2025-07-21,2027-06-11,2026-12-13,18,6,0,En cours,Garantie autonome,16655.26,Études,578,C,17.19,,0,CONS-015,2026-09-11 14:53:26.605884,2026-09-11 14:53:26.605884
CRD-000345,CLI-003505,AG-BÉN-01,CPT-004470,Crédit consommation,8074.02,5719.1,0.0354,0.0487,24,17,348.96,2023-02-01,2023-03-03,2025-01-21,2023-08-30,7,17,0,En cours,Sans garantie,0.0,Études,450,C,31.49,,0,CONS-013,2026-09-11 14:53:26.616013,2026-09-11 14:53:26.616013
CRD-000346,CLI-003655,AG-SET-01,CPT-004671,Crédit immobilier,104288.9,66049.64,0.064,0.0824,180,114,902.74,2025-08-29,2025-09-28,2040-06-11,2031-01-30,66,114,0,En cours,Garantie autonome,107670.03,Études,685,B,538.81,,0,CONS-046,2026-09-11 14:53:26.616013,2026-09-11 14:53:26.616013
CRD-000347,CLI-004759,AG-BÉN-01,CPT-006099,Crédit équipement,14786.25,9857.5,0.0328,0.0488,12,8,1254.19,2026-04-26,2026-05-26,2027-04-21,2026-08-24,4,8,0,En cours,Nantissement,14661.34,Fonds de roulement,597,C,60.31,,0,CONS-040,2026-09-11 14:53:26.636237,2026-09-11 14:53:26.636237
CRD-000348,CLI-003007,AG-TÉT-01,CPT-003837,Crédit consommation,27921.71,17838.87,0.0414,0.0602,36,23,826.1,2022-06-21,2022-07-21,2025-06-05,2023-07-16,13,23,0,En cours,Nantissement,19046.99,Investissement,646,B,84.39,,0,CONS-017,2026-09-11 14:53:26.647262,2026-09-11 14:53:26.647262
CRD-000349,CLI-002094,AG-LAÂ-01,CPT-002668,Crédit consommation,61710.12,7713.77,0.0717,0.0777,24,3,2767.68,2025-12-07,2026-01-06,2027-11-27,2027-08-29,21,3,0,En cours,Caution personnelle,64552.42,Études,611,B,47.08,,0,CONS-022,2026-09-11 14:53:26.653261,2026-09-11 14:53:26.653261
CRD-000350,CLI-002188,AG-KHO-01,CPT-002792,Crédit équipement,14768.67,6153.61,0.0755,0.086,24,10,664.92,2022-09-14,2022-10-14,2024-09-03,2023-11-08,14,10,41,En cours (retard),Garantie autonome,9393.07,Équipement professionnel,606,C,433.92,2024-09-02,1,CONS-033,2026-09-11 14:53:26.658264,2026-09-11 14:53:26.658264
CRD-000351,CLI-003037,AG-OUJ-01,CPT-003875,Crédit équipement,111461.53,77403.84,0.047,0.066,36,25,3325.61,2026-08-24,2026-09-23,2029-08-08,2027-07-20,11,25,0,En cours,Caution personnelle,57925.1,Travaux,478,C,490.26,,0,CONS-026,2026-09-11 14:53:26.664296,2026-09-11 14:53:26.664296
CRD-000352,CLI-003919,AG-RAB-03,CPT-005010,Crédit professionnel,11050.36,9669.07,0.0486,0.0596,48,42,253.78,2022-09-17,2022-10-17,2026-08-27,2023-03-16,6,42,0,En cours,Hypothèque,10231.81,Travaux,644,B,22.04,,0,CONS-048,2026-09-11 14:53:26.668297,2026-09-11 14:53:26.668297
CRD-000353,CLI-001273,AG-EL -01,CPT-001631,Crédit immobilier,41110.64,19733.11,0.0683,0.0834,300,144,286.12,2021-11-30,2021-12-30,2046-07-22,2034-09-23,156,144,0,En cours,Caution personnelle,46118.18,Véhicule,631,B,200.09,,0,CONS-004,2026-09-11 14:53:26.686389,2026-09-11 14:53:26.686389
CRD-000354,CLI-000291,AG-TAN-01,CPT-000363,Crédit automobile,18103.47,16896.57,0.0378,0.0441,60,56,331.61,2025-12-06,2026-01-05,2030-11-10,2026-04-05,4,56,0,En cours,Garantie autonome,9791.95,Équipement professionnel,693,B,143.39,,0,CONS-017,2026-09-11 14:53:26.686389,2026-09-11 14:53:26.686389
CRD-000355,CLI-004828,AG-KHO-01,CPT-006187,Crédit automobile,14513.46,7861.46,0.0541,0.0723,24,13,639.39,2025-07-05,2025-08-04,2027-06-25,2026-05-31,11,13,0,En cours,Sans garantie,0.0,Études,643,B,113.78,,0,CONS-035,2026-09-11 14:53:26.697158,2026-09-11 14:53:26.697158
CRD-000356,CLI-000253,AG-OUJ-01,CPT-000320,Crédit équipement,12100.49,4705.75,0.033,0.0411,36,14,353.5,2024-07-28,2024-08-27,2027-07-13,2026-05-19,22,14,0,En cours,Nantissement,13532.49,Études,515,C,16.37,,0,CONS-026,2026-09-11 14:53:26.704717,2026-09-11 14:53:26.704717
CRD-000357,CLI-003246,AG-EL -01,CPT-004133,Crédit immobilier,81103.94,78400.48,0.0465,0.0644,180,174,626.68,2024-11-20,2024-12-20,2039-09-03,2025-05-19,6,174,0,En cours,Hypothèque,72125.72,Achat immobilier,829,A,215.13,,0,CONS-013,2026-09-11 14:53:26.706773,2026-09-11 14:53:26.706773
CRD-000358,CLI-000351,AG-CAS-05,CPT-000444,Crédit automobile,180032.93,150027.44,0.049,0.0551,36,30,5387.67,2023-10-12,2023-11-11,2026-09-26,2024-04-09,6,30,0,En cours,Caution personnelle,165301.84,Véhicule,505,C,462.02,,0,CONS-006,2026-09-11 14:53:26.714202,2026-09-11 14:53:26.714202
CRD-000359,CLI-001188,AG-CAS-06,CPT-001520,Crédit immobilier,1476551.37,221482.71,0.0513,0.0639,180,27,11776.71,2023-12-12,2024-01-11,2038-09-24,2036-07-06,153,27,0,En cours,Caution personnelle,935384.19,Fonds de roulement,653,B,748.58,,0,CONS-040,2026-09-11 14:53:26.734954,2026-09-11 14:53:26.734954
CRD-000360,CLI-001962,AG-CAS-02,CPT-002502,Crédit automobile,28064.19,2923.35,0.0579,0.0677,48,5,656.39,2022-07-17,2022-08-16,2026-06-26,2026-01-27,43,5,0,En cours,Hypothèque,23689.25,Achat immobilier,512,C,11.15,,0,CONS-023,2026-09-11 14:53:26.739957,2026-09-11 14:53:26.739957
CRD-000361,CLI-000423,AG-KÉN-01,CPT-000534,Crédit immobilier,1434415.75,262976.22,0.0463,0.0649,180,33,11068.73,2023-06-24,2023-07-24,2038-04-06,2035-07-21,147,33,0,En cours,Caution personnelle,1694701.57,Études,640,B,2035.78,,0,CONS-042,2026-09-11 14:53:26.746003,2026-09-11 14:53:26.746003
CRD-000362,CLI-000091,AG-TAN-01,CPT-000120,Crédit professionnel,174909.85,14575.82,0.0584,0.0715,60,5,3368.5,2024-06-27,2024-07-27,2029-06-01,2029-01-02,55,5,0,En cours,Sans garantie,0.0,Véhicule,769,A,133.55,,0,CONS-024,2026-09-11 14:53:26.751789,2026-09-11 14:53:26.751789
CRD-000363,CLI-003730,AG-SET-01,CPT-004768,Crédit automobile,53173.54,31017.9,0.0736,0.0797,48,28,1282.21,2024-05-17,2024-06-16,2028-04-26,2026-01-07,20,28,0,En cours,Sans garantie,0.0,Travaux,639,B,202.37,,0,CONS-020,2026-09-11 14:53:26.756787,2026-09-11 14:53:26.756787
CRD-000364,CLI-002237,AG-SAF-01,CPT-002851,Crédit consommation,29286.66,27659.62,0.0506,0.0675,36,34,878.54,2025-09-05,2025-10-05,2028-08-20,2025-11-04,2,34,0,En cours,Caution personnelle,35047.4,Véhicule,717,A,268.47,,0,CONS-013,2026-09-11 14:53:26.761790,2026-09-11 14:53:26.761790
CRD-000365,CLI-000671,AG-SAL-01,CPT-000848,Crédit immobilier,56173.59,1404.34,0.0741,0.0875,120,3,664.15,2025-05-06,2025-06-05,2035-03-15,2034-12-15,117,3,0,En cours,Sans garantie,0.0,Équipement professionnel,769,A,13.42,,0,CONS-017,2026-09-11 14:53:26.774260,2026-09-11 14:53:26.774260
CRD-000366,CLI-003041,AG-CAS-01,CPT-003881,Crédit équipement,33615.48,8403.87,0.0691,0.0868,12,3,2907.24,2024-05-11,2024-06-10,2025-05-06,2025-02-05,9,3,88,En cours (retard),Sans garantie,0.0,Véhicule,693,C,812.28,2025-11-15,3,CONS-021,2026-09-11 14:53:26.779223,2026-09-11 14:53:26.779223
CRD-000367,CLI-000027,AG-RAB-01,CPT-000040,Crédit consommation,10508.05,2627.01,0.0459,0.0568,24,6,459.08,2022-10-19,2022-11-18,2024-10-08,2024-04-11,18,6,0,En cours,Nantissement,10199.76,Achat immobilier,760,A,16.69,,0,CONS-005,2026-09-11 14:53:26.779223,2026-09-11 14:53:26.779223
CRD-000368,CLI-000430,AG-CAS-02,CPT-000543,Crédit immobilier,1241084.18,1018723.26,0.0476,0.0565,240,197,8026.96,2022-10-11,2022-11-10,2042-06-28,2026-04-23,43,197,0,En cours,Nantissement,1382808.55,Fonds de roulement,604,B,6666.9,,0,CONS-048,2026-09-11 14:53:26.789333,2026-09-11 14:53:26.789333
CRD-000369,CLI-000684,AG-KHO-01,CPT-000864,Crédit immobilier,233460.64,171982.67,0.0301,0.0398,300,221,1108.31,2023-12-07,2024-01-06,2048-07-28,2030-06-03,79,221,0,En cours,Nantissement,250318.71,Véhicule,565,C,1415.77,,0,CONS-015,2026-09-11 14:53:26.789333,2026-09-11 14:53:26.789333
CRD-000370,CLI-004464,AG-RAB-02,CPT-005725,Crédit professionnel,318767.79,308142.2,0.0667,0.0822,60,58,6262.47,2023-04-03,2023-05-03,2028-03-07,2023-06-02,2,58,0,En cours,Nantissement,378541.8,Achat immobilier,753,A,2485.18,,0,CONS-046,2026-09-11 14:53:26.797415,2026-09-11 14:53:26.797415
CRD-000371,CLI-003946,AG-RAB-02,CPT-005044,Crédit automobile,17870.72,11169.2,0.0541,0.065,48,30,414.88,2026-07-15,2026-08-14,2030-06-24,2028-01-06,18,30,0,En cours,Hypothèque,10516.11,Investissement,673,B,51.08,,0,CONS-002,2026-09-11 14:53:26.799462,2026-09-11 14:53:26.799462
CRD-000372,CLI-003524,AG-KHO-01,CPT-004498,Crédit immobilier,274873.82,52226.03,0.057,0.0745,300,57,1720.95,2022-02-14,2022-03-16,2046-10-06,2042-01-30,243,57,0,En cours,Garantie autonome,303106.31,Études,669,B,318.17,,0,CONS-050,2026-09-11 14:53:26.820238,2026-09-11 14:53:26.820238
CRD-000373,CLI-001542,AG-MEK-01,CPT-001975,Crédit immobilier,969828.55,889009.5,0.0463,0.0611,120,110,10112.03,2023-10-29,2023-11-28,2033-09-06,2024-08-24,10,110,0,En cours,Hypothèque,1020311.72,Fonds de roulement,579,C,4670.59,,0,CONS-039,2026-09-11 14:53:26.833187,2026-09-11 14:53:26.833187
CRD-000374,CLI-002032,AG-OUJ-01,CPT-002588,Crédit équipement,7479.11,7167.48,0.0618,0.0732,24,23,332.09,2024-01-07,2024-02-06,2025-12-27,2024-02-06,1,23,0,En cours,Garantie autonome,3765.09,Études,787,A,29.81,,0,CONS-008,2026-09-11 14:53:26.839190,2026-09-11 14:53:26.839190
CRD-000375,CLI-002233,AG-FÈS-02,CPT-002846,Crédit consommation,12190.51,5079.38,0.077,0.082,24,10,549.68,2022-02-03,2022-03-05,2024-01-24,2023-03-30,14,10,0,En cours,Hypothèque,12404.83,Véhicule,625,B,13.11,,0,CONS-002,2026-09-11 14:53:26.844187,2026-09-11 14:53:26.844187
CRD-000376,CLI-004121,AG-TAN-01,CPT-005276,Crédit professionnel,40335.21,12484.71,0.0433,0.0599,84,26,557.48,2025-03-26,2025-04-25,2032-02-18,2029-12-30,58,26,0,En cours,Nantissement,35235.68,Études,661,B,30.95,,0,CONS-043,2026-09-11 14:53:26.848481,2026-09-11 14:53:26.848481
CRD-000377,CLI-003236,AG-FÈS-01,CPT-004122,Crédit immobilier,289546.57,277482.13,0.0582,0.0669,120,115,3188.45,2025-09-19,2025-10-19,2035-07-29,2026-02-16,5,115,0,En cours,Sans garantie,0.0,Investissement,659,B,1033.87,,0,CONS-021,2026-09-11 14:53:26.853481,2026-09-11 14:53:26.853481
CRD-000378,CLI-000255,AG-MAR-01,CPT-000322,Crédit immobilier,169506.75,48026.91,0.0596,0.0705,240,68,1210.49,2025-11-01,2025-12-01,2045-07-19,2039-12-18,172,68,0,En cours,Caution personnelle,103122.19,Équipement professionnel,703,A,163.08,,0,CONS-049,2026-09-11 14:53:26.871822,2026-09-11 14:53:26.871822
CRD-000379,CLI-001030,AG-LAÂ-01,CPT-001312,Crédit professionnel,65023.89,25738.62,0.0327,0.05,48,19,1447.03,2024-10-16,2024-11-15,2028-09-25,2027-03-05,29,19,185,Contentieux,Caution personnelle,69469.51,Investissement,528,D,5861.01,2025-05-22,1,CONS-028,2026-09-11 14:53:26.876824,2026-09-11 14:53:26.876824
CRD-000380,CLI-004393,AG-MAR-01,CPT-005633,Crédit automobile,27472.15,2289.35,0.066,0.0739,24,2,1225.02,2024-07-19,2024-08-18,2026-07-09,2026-05-10,22,2,0,En cours,Sans garantie,0.0,Véhicule,531,C,10.85,,0,CONS-041,2026-09-11 14:53:26.882728,2026-09-11 14:53:26.882728
CRD-000381,CLI-003801,AG-TAN-01,CPT-004860,Crédit professionnel,615241.93,297366.93,0.0384,0.0566,60,29,11286.25,2022-11-09,2022-12-09,2027-10-14,2025-05-27,31,29,0,En cours,Garantie autonome,500192.76,Études,431,C,645.97,,0,CONS-023,2026-09-11 14:53:26.887725,2026-09-11 14:53:26.887725
